open_value,high_value,low_value,last_value,change_prev_close_percentage,turnover,year,month,day
0.09713231078983808,0.09405816129843325,0.08566848979936115,0.0983748827703983,0.3411764705882353,0.0659576106099873,1.0,0.9999999999999999,0.9666666666666667
0.0783546091357783,0.09588792356901443,0.08531698606639182,0.09880880726753549,0.40441176470588236,0.03577713308265136,1.0,0.9999999999999999,0.9333333333333333
0.05057255910851399,0.07654272704416609,0.05633901832037447,0.07912823168768668,0.43161764705882355,0.03680142638747681,1.0,0.9999999999999999,0.9
0.03902350358635953,0.04665195407436373,0.040380748843552805,0.05097912963144413,0.3786764705882353,0.019363213763877625,1.0,0.9999999999999999,0.7333333333333333
0.050278939052865734,0.04656814816884136,0.04205390661248787,0.03964110244817398,0.30220588235294116,0.08874383309570333,1.0,0.9999999999999999,0.7
0.05294948336852112,0.04957119311674152,0.051825710389044044,0.05235089094497569,0.33897058823529413,0.018428563364382238,1.0,0.9999999999999999,0.6666666666666666
0.055326407628528695,0.05197362907506209,0.05275368024408422,0.05356867904984508,0.33676470588235297,0.024467337947170806,1.0,0.9999999999999999,0.5666666666666667
0.057241928943946974,0.05352403832723418,0.06104916834216745,0.05544435268263337,0.33455882352941174,0.04793290994600858,1.0,0.9999999999999999,0.5333333333333333
0.051285636386515954,0.05369165013827981,0.05612811608059243,0.05803390210103432,0.3625,0.022466729078562838,1.0,0.9999999999999999,0.5
0.04752450329273916,0.04744811017683048,0.04696089872474429,0.05177699080360032,0.3573529411764706,0.06447152202596024,1.0,0.9999999999999999,0.4666666666666667
0.05599753918429551,0.054390032684303424,0.05640931906696833,0.04722778236586844,0.31176470588235294,0.04647607223877846,1.0,0.9999999999999999,0.43333333333333335
0.07436976552341301,0.07131882559991087,0.06348157417431732,0.056886101818283574,0.2838235294117647,0.028009868145339498,1.0,0.9999999999999999,0.3333333333333333
0.08426895597097372,0.0808447635276699,0.08521856502116032,0.07551686006634828,0.31323529411764706,0.00847467466978868,1.0,0.9999999999999999,0.3
0.08305253002614643,0.08267452579825152,0.08762285055467256,0.08492322335913549,0.34558823529411764,0.01487185250800443,1.0,0.9999999999999999,0.26666666666666666
0.09128787349170198,0.08802413610079096,0.08968969250453407,0.08397138897831757,0.3286764705882353,0.022596114180834355,1.0,0.9999999999999999,0.23333333333333334
0.07476125893094343,0.08845713327932536,0.07943984365113943,0.08840861690065926,0.38382352941176473,0.026729541971160634,1.0,0.9999999999999999,0.2
0.08056375050684395,0.08018828393440813,0.08282833963696667,0.07539088198653454,0.32426470588235295,0.01828888800026569,1.0,0.9999999999999999,0.1
0.07565610100529918,0.07682208006257518,0.08105676082279967,0.0812138687868309,0.3610294117647059,0.01603457984627463,1.0,0.9999999999999999,0.06666666666666668
0.08534556284168282,0.08199011090314823,0.0807052570898299,0.07547486737307718,0.3095588235294118,0.032242792659215154,1.0,0.9999999999999999,0.03333333333333333
0.08396135400791405,0.08228343157247808,0.09067390295684952,0.08609901877073378,0.34558823529411764,0.012182988060917558,1.0,0.9999999999999999,0.0
0.09637728778960053,0.0950638321647066,0.0934999929699254,0.08516118195433986,0.3058823529411765,0.059482329305135855,1.0,0.9090909090909091,0.9666666666666667
0.10303267571762165,0.1028438137274077,0.10571826272795004,0.09701711902129029,0.32279411764705884,0.056449260895502576,1.0,0.9090909090909091,0.8666666666666667
0.09906181401266778,0.09890493616783536,0.10206262390506549,0.10334401814084382,0.35441176470588237,0.021005346146068027,1.0,0.9090909090909091,0.8333333333333334
0.08092728009955152,0.09577618236165053,0.09074420370344338,0.09950868548872505,0.4073529411764706,0.018507721814973132,1.0,0.9090909090909091,0.8
0.0934690510479439,0.09025896024806546,0.08627307622006919,0.07877829257709168,0.2948529411764706,0.01235083120240632,1.0,0.9090909090909091,0.7666666666666667
0.10377371681044734,0.10010615414699586,0.09995360150724775,0.09414761831441343,0.31176470588235294,0.020128243862671213,1.0,0.9090909090909091,0.7333333333333333
0.10487828749598016,0.1044361259323412,0.10324367644784349,0.10404389636203293,0.33676470588235297,0.012020278934933131,1.0,0.9090909090909091,0.6333333333333333
0.10289285664350345,0.10513450847836436,0.11191878857753457,0.10593356755924477,0.35,0.014761139346736124,1.0,0.9090909090909091,0.6
0.1035080605696228,0.10373774338631758,0.11308578097099353,0.10356797917162419,0.3463235294117647,0.03772491886866076,1.0,0.9090909090909091,0.5666666666666667
0.09750982228995708,0.09961728636477929,0.10377796212195767,0.10226620568021172,0.35294117647058826,0.02179428256705687,1.0,0.9090909090909091,0.5333333333333333
0.11171544022035507,0.10794200631337869,0.09958803762495938,0.09901877073389231,0.3029411764705882,0.03177277687441902,1.0,0.9090909090909091,0.5
0.11895806825967226,0.11517724949018104,0.11526510411540558,0.11184053974608421,0.3235294117647059,0.009872174678592745,1.0,0.9090909090909091,0.4
0.1227611470756842,0.1189764505405484,0.11561660784837535,0.11815344130121375,0.3264705882352941,0.03364966460016788,1.0,0.9090909090909091,0.3666666666666667
0.12615875057675385,0.12397686957007625,0.1291002910450909,0.12337453283128763,0.3323529411764706,0.012949334682917715,1.0,0.9090909090909091,0.3333333333333333
0.13674305448749324,0.13295806911193697,0.13201074195407925,0.12674794585742077,0.3036764705882353,0.014028508076553736,1.0,0.9090909090909091,0.3
0.13275821087512796,0.13712042908623623,0.14032029020148196,0.1394437367897985,0.3610294117647059,0.02483558096308254,1.0,0.9090909090909091,0.26666666666666666
0.12825603668852503,0.12949409168366088,0.13427442599440376,0.1334667767808404,0.35147058823529415,0.016343944492070522,1.0,0.9090909090909091,0.16666666666666669
0.142028215489157,0.13822387350895315,0.13580698227015153,0.13062527120281064,0.31176470588235294,0.016067771792665598,1.0,0.9090909090909091,0.13333333333333333
0.1454118370828148,0.14160404503170687,0.14325886140910793,0.1407315127167874,0.3191176470588235,0.02070093734216147,1.0,0.9090909090909091,0.1
0.1451461808419907,0.14977512082018052,0.15341028921727107,0.14838818045660052,0.3507352941176471,0.01793015880154649,1.0,0.9090909090909091,0.06666666666666668
0.1472993945834089,0.14748442606922385,0.13739577914317458,0.14575663834492802,0.3360294117647059,0.022883867184441676,1.0,0.9090909090909091,0.03333333333333333
